AccountIndustry,AccountName,AccountOwner,AccountId,Amount,CloseDate,DaysSinceLastActivity,ForecastCategory,Id,IsClosed,IsWon,OpportunityName,OpportunityAge,OpportunityOwner,OwnerId,RecordTypeName,StageName,Stage,LeadSource,StageSortOrder,TimeInStageDurationSeconds,Probability,analyticsdemo_batch_id__c
Transportation,Tiron America,Jordan Wolf,001B000000WJE2rIAH,75000,2018-09-16,185,Closed,006B0000003WbA3IAK,true,true,Tiron America 216,25,Megan Kaufman,005B0000003CnfRIAS,Simple,Closed Won,Closed Won,Fields Sales,8,55188823,100,20190709111258551478
Healthcare & Life Sciences,Txmq Inc,Kristen Hughes,001B000000bwMVhIAM,6977,2017-07-11,604,Closed,006B0000003WbA9IAK,true,true,Txmq Inc 63,0,Kristen Hughes,005B0000003CnfSIAS,Simple,Closed Won,Closed Won,Fields Sales,8,52207372,100,20190709111258551478
Other,@The Moment Inc.,Amy Shaw,001B000000SS3hfIAD,2106,2018-09-13,182,Omitted,006B0000003WbABIA0,true,false,@The Moment Inc. 106,26,Courtney Brown,005B0000003CnfVIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,55188823,0,20190709111258551478
Utilities,ETRADE Financial Corporation - Retail,Alicia Harrison,001B000000SS3ihIAD,116261,2018-12-01,109,Omitted,006B0000003WbBKIA0,true,false,ETRADE Financial Corporation - Retail 146,23,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,55188823,0,20190709111258551478
Technology,RealPage,Alyssa Williams,001B000000SS3inIAD,53480,2019-01-08,58,Omitted,006B0000003WbBQIA0,true,false,RealPage 25,0,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,5029372,0,20190709111258551478
Food & Beverage,Insight Tools/General Mills,Jordan Wolf,001B000000SS3ipIAD,16250,2018-03-28,344,Omitted,006B0000003WbBUIA0,true,false,Insight Tools/General Mills 101,0,Jordan Wolf,005B0000003CnfQIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,29739772,0,20190709111258551478
Agriculture,MetroPCS Communications,Alicia Harrison,001B000000WJE3IIAX,24000,2018-09-28,179,Closed,006B0000003WbBcIAK,true,true,MetroPCS Communications 201,21,Alicia Harrison,005B0000003CnfZIAS,Channel (Partner),Closed Won,Closed Won,Reseller,8,55188823,100,20190709111258551478
Energy,Focalex Inc,Alicia Harrison,001B000000bwMW1IAM,12800,2018-10-15,143,Omitted,006B0000003WbC2IAK,true,false,Focalex Inc 127,0,Beth Crawford,005B0000003CnfKIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,12376972,0,20190709111258551478
Agriculture,Exceptional Software Strategies,Amy Shaw,001B000000SS4fMIAT,3956,2018-09-02,187,Omitted,006B0000003WbC6IAK,true,false,Exceptional Software Strategies 208,3,Amy Shaw,005B0000003CnfgIAC,Simple,Closed Lost,Closed Lost,Reseller,9,55188823,0,20190709111258551478
Shipping,Stardata Technologies,Megan Kaufman,001B000000WJE3jIAH,31003,2018-07-29,222,Omitted,006B0000003WbCMIA0,true,false,Stardata Technologies 150,8,Megan Kaufman,005B0000003CnfRIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,19840545,0,20190709111258551478
Insurance,Fujitsu Computer Products of America,Amy Shaw,001B000000WJE3lIAH,12500,2018-11-26,101,Omitted,006B0000003WbCdIAK,true,false,Fujitsu Computer Products of America 132,0,Amy Shaw,005B0000003CnfgIAC,Simple,Closed Lost,Closed Lost,Fields Sales,9,55188813,0,20190709111258551478
Communications,Vertical Systems,Alyssa Williams,001B000000sxHlIIAU,30000,2017-07-23,592,Omitted,006B0000003WbCmIAK,true,false,Vertical Systems 70,0,Alyssa Williams,005B0000003CnfXIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,51170572,0,20190709111258551478
Biotechnology,E. & J. Gallo Winery,Courtney Brown,001B000000WJE3tIAH,17500,2019-02-24,11,Omitted,006B0000003WbCwIAK,true,false,E. & J. Gallo Winery 190,0,Courtney Brown,005B0000003CnfVIAS,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,968572,0,20190709111258551478
Construction,Sales Consultants,Jordan Wolf,001B000000lwNqTIAU,6579,2019-02-04,31,Omitted,006B0000003WbD2IAK,true,false,Sales Consultants 236,0,Megan Kaufman,005B0000003CnfRIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,55188813,0,20190709111258551478
Electronics,Boston Institutional Svc Inc,Dennis Huffman,001B000000SS4fyIAD,15337,2019-04-21,21,Best Case,006B0000003WbD8IAK,false,false,Boston Institutional Svc Inc 138,223,Dennis Huffman,005B0000003CnfIIAS,Channel (Partner),Closed Won,Negotiation,Reseller,7,4397695,90,20190709111258551478
Food & Beverage,Cfl Holdings,Alicia Harrison,001B000000SS3k0IAD,25000,2019-04-03,45,Best Case,006B0000003WbDDIA0,false,false,Cfl Holdings 199,97,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Proposal/Quote,Reseller,5,18803124,75,20190709111258551478
Utilities,National Print Group,Noah Kelly,001B000000WJE49IAH,1000,2018-09-09,188,Omitted,006B0000003WbDpIAK,true,false,National Print Group 76,95,Noah Kelly,005B0000003CnfJIAS,Simple,Closed Lost,Closed Lost,Reseller,9,18852887,0,20190709111258551478
Shipping,InterAmerica Technologies,Noah Kelly,001B000000SS3kVIAT,10000,2019-05-16,70,Commit,006B0000003WbDtIAK,false,false,InterAmerica Technologies 111,100,Noah Kelly,005B0000003CnfJIAS,Simple,Discovery,Discovery,Fields Sales,0,18803124,0,20190709111258551478
Engineering,Fisher-Price Inc,Sheri Nunez,001B000000SS3kmIAD,50500,2019-04-30,71,Best Case,006B0000003WbE5IAK,false,false,Fisher-Price Inc 111,108,Sheri Nunez,005B0000003CnfTIAS,Simple,Closed Lost,Negotiation,Reseller,7,4397695,90,20190709111258551478
Agriculture,Capitolimpact,Alyssa Williams,001B000000SS3kxIAD,15501,2018-07-02,317,Omitted,006B0000003WbELIA0,true,false,Capitolimpact 68,132,Noah Kelly,005B0000003CnfJIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,26801727,0,20190709111258551478
Food & Beverage,Magnifi,John Peck,001B000000SS4gjIAD,15000,2019-04-20,112,Best Case,006B0000003WbEXIA0,false,false,Magnifi 11,134,John Peck,005B0000003CnffIAC,Simple,Closed Lost,Discovery,Fields Sales,0,5103044,0,20190709111258551478
Energy,OAKLEAF Waste Management,Sheri Nunez,001B000000lwNqfIAE,15000,2019-04-12,25,Best Case,006B0000003WbEaIAK,false,false,OAKLEAF Waste Management 65,150,Sheri Nunez,005B0000003CnfTIAS,Channel (Partner),Closed Won,Negotiation,Reseller,7,2951351,90,20190709111258551478
Other,Viewlocity- 1 sales user,Noah Kelly,001B000000lwNqjIAE,7180,2019-04-11,71,Commit,006B0000003WbF9IAK,false,false,Viewlocity- 1 sales user 253,143,Noah Kelly,005B0000003CnfJIAS,Channel (Partner),Closed Lost,Negotiation,Reseller,7,4397695,90,20190709111258551478
Engineering,MAPICS,Noah Kelly,001B000000SS3lkIAD,5500,2018-01-01,495,Closed,006B0000003WbFEIA0,true,true,MAPICS 147,81,Noah Kelly,005B0000003CnfJIAS,Simple,Closed Won,Closed Won,Reseller,8,39706889,100,20190709111258551478
Entertainment,Portera Systems,Philip Walton,001B000000lwNqmIAE,20025,2019-06-29,23,Best Case,006B0000003WbFQIA0,false,false,Portera Systems 107,57,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Discovery,Reseller,0,4397679,0,20190709111258551478
Utilities,SiloSmashers,Alicia Harrison,001B000000bwMWSIA2,50000,2019-06-14,67,Best Case,006B0000003WbFcIAK,false,false,SiloSmashers 0,81,Alicia Harrison,005B0000003CnfZIAS,Channel (Partner),Closed Lost,Qualification,Fields Sales,2,18803124,20,20190709111258551478
Engineering,Vistronix,Sheri Nunez,001B000000SS3m7IAD,252500,2018-06-20,354,Omitted,006B0000003WbFiIAK,true,false,Vistronix 46,114,Sheri Nunez,005B0000003CnfTIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,18803124,0,20190709111258551478
Food & Beverage,Imprimis Group,John Peck,001B000000lwNqnIAE,500,2018-04-04,345,Omitted,006B0000003WbFmIAK,true,false,Imprimis Group 173,25,John Peck,005B0000003CnffIAC,Simple,Closed Lost,Closed Lost,Reseller,9,29855223,0,20190709111258551478
Retail,Equity Now Mortgage Corporation,Alyssa Williams,001B000000SS3mKIAT,1000,2018-11-07,235,Omitted,006B0000003WbFyIAK,true,false,Equity Now Mortgage Corporation 85,165,Alyssa Williams,005B0000003CnfXIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,12105800,0,20190709111258551478
Media,MetrixPoint,Alicia Harrison,001B000000SS4hMIAT,50000,2019-02-10,80,Omitted,006B0000003WbG1IAK,true,false,MetrixPoint 184,91,Alyssa Williams,005B0000003CnfXIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,18803124,0,20190709111258551478
Machinery,The RxFiles.Net Corporation,Wayne Blackwell,001B000000WJE4yIAH,39000,2019-06-28,8,Commit,006B0000003WbGhIAK,false,false,The RxFiles.Net Corporation 72,15,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Qualification,Fields Sales,2,4397679,20,20190709111258551478
Agriculture,World Wide Communications,Philip Walton,001B000000SS4hrIAD,25000,2018-10-28,185,Closed,006B0000003WbGuIAK,true,true,World Wide Communications 22,142,Philip Walton,005B0000003CnfHIAS,Simple,Closed Won,Closed Won,Reseller,8,18851627,100,20190709111258551478
Insurance,Maytag Corp,John Peck,001B000000lwNqwIAE,8500,2018-04-17,335,Closed,006B0000003WbH5IAK,true,true,Maytag Corp 19,39,John Peck,005B0000003CnffIAC,Channel (Partner),Closed Won,Closed Won,Telesales,8,29393143,100,20190709111258551478
Financial Services,West Corporation,Allison Allen,001B000000SS3nDIAT,15000,2019-01-22,101,Omitted,006B0000003WbHDIA0,true,false,West Corporation 135,84,Allison Allen,005B0000003CnfGIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,8308321,0,20190709111258551478
Financial Services,West Corporation,Allison Allen,001B000000SS3nDIAT,22500,2019-04-15,23,Best Case,006B0000003WbHEIA0,false,false,West Corporation 136,65,Allison Allen,005B0000003CnfGIAS,Simple,Closed Lost,Proposal/Quote,Fields Sales,5,4397678,75,20190709111258551478
Other,Diagnostic Products Corporation,Amy Shaw,001B000000SS3neIAD,10000,2018-12-11,189,Omitted,006B0000003WbHnIAK,true,false,Diagnostic Products Corporation 201,107,Amy Shaw,005B0000003CnfgIAC,Simple,Closed Lost,Closed Lost,Fields Sales,9,18803124,0,20190709111258551478
Environmental,Coradiant,Alyssa Williams,001B000000SS3nrIAD,50000,2017-10-20,513,Omitted,006B0000003WbHzIAK,true,false,Coradiant 125,45,Alicia Harrison,005B0000003CnfZIAS,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,45011474,0,20190709111258551478
Communications,Cleartran   Inc,Dennis Huffman,001B000000SS3nsIAD,52500,2018-10-03,236,Omitted,006B0000003WbI3IAK,true,false,Cleartran   Inc 167,92,Dennis Huffman,005B0000003CnfIIAS,Simple,Closed Lost,Closed Lost,Reseller,9,16174370,0,20190709111258551478
Recreation,HOW2.COM,Alyssa Williams,001B000000SS4j0IAD,500,2018-11-24,117,Omitted,006B0000003WbIWIA0,true,false,HOW2.COM 218,69,Dennis Huffman,005B0000003CnfIIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,55188803,0,20190709111258551478
Biotechnology,Cox Communications Herndon,Alyssa Williams,001B000000bwMX0IAM,10000,2018-12-18,89,Omitted,006B0000003WbIYIA0,true,false,Cox Communications Herndon 37,24,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Reseller,9,7182220,0,20190709111258551478
Shipping,Communications International,Sheri Nunez,001B000000SS3obIAD,5000,2019-01-26,90,Omitted,006B0000003WbIlIAK,true,false,Communications International 63,69,Sheri Nunez,005B0000003CnfTIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,5774093,0,20190709111258551478
Apparel,Glovia International,Noah Kelly,001B000000SS3ohIAD,10000,2018-01-03,498,Omitted,006B0000003WbIsIAK,true,false,Glovia International 173,101,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Reseller,9,39540211,0,20190709111258551478
Insurance,CellExchange,Philip Walton,001B000000SS4jLIAT,60000,2019-04-15,43,Best Case,006B0000003WbIzIAK,false,false,CellExchange 71,43,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Discovery,Reseller,0,2951351,0,20190709111258551478
Media,Human Click,Wayne Blackwell,001B000000SS4jbIAD,29950,2019-01-04,64,Omitted,006B0000003WbJPIA0,true,false,Human Click 7,99,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,10903707,0,20190709111258551478
Chemicals,Towne Park.,Alyssa Williams,001B000000lwNrRIAU,100000,2019-03-09,55,Best Case,006B0000003WbJTIA0,false,false,Towne Park. 35,118,Philip Walton,005B0000003CnfHIAS,Channel (Partner),Closed Lost,Negotiation,Reseller,7,18803124,90,20190709111258551478
Chemicals,Towne Park.,Alyssa Williams,001B000000lwNrRIAU,40000,2017-10-24,563,Closed,006B0000003WbJUIA0,true,true,Towne Park. 36,70,Noah Kelly,005B0000003CnfJIAS,Channel (Partner),Closed Won,Closed Won,Reseller,8,43616242,100,20190709111258551478
Biotechnology,IBM Software / Tivoli / Micromuse,Wayne Blackwell,001B000000SS3q4IAD,7500,2019-02-18,47,Best Case,006B0000003WbKQIA0,false,false,IBM Software / Tivoli / Micromuse 17,73,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Lost,Proposal/Quote,Fields Sales,5,18803124,75,20190709111258551478
Machinery,Comsel,Alicia Harrison,001B000000SS3q5IAD,11000,2018-06-07,352,Omitted,006B0000003WbKVIA0,true,false,Comsel 134,107,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,26890770,0,20190709111258551478
Apparel,ABCpoint.com,Philip Walton,001B000000SS3q6IAD,10356,2018-06-20,279,Omitted,006B0000003WbKXIA0,true,false,ABCpoint.com 142,98,Dennis Huffman,005B0000003CnfIIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,24968488,0,20190709111258551478
Engineering,LCP Tracker,Sheri Nunez,001B000000WJE5uIAH,50000,2019-01-17,52,Closed,006B0000003WbKaIAK,true,true,LCP Tracker 155,107,Sheri Nunez,005B0000003CnfTIAS,Channel (Partner),Closed Won,Closed Won,Reseller,8,8308251,100,20190709111258551478
Construction,QuixData Systems,Wayne Blackwell,001B000000SS4kaIAD,3120,2019-04-28,7,Pipeline,006B0000003WbKuIAK,false,false,QuixData Systems 53,20,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Lost,Qualification,Fields Sales,2,4397663,20,20190709111258551478
Agriculture,National Coalition Advancd Mfg,Dennis Huffman,001B000000SS3qhIAD,5000,2018-09-26,169,Omitted,006B0000003WbLKIA0,true,false,National Coalition Advancd Mfg 109,11,Dennis Huffman,005B0000003CnfIIAS,Simple,Closed Lost,Closed Lost,Reseller,9,14346532,0,20190709111258551478
Media,Theme Co-Op Promotions,Rachel Reilly,001B000000lwNrfIAE,5000,2019-04-18,6,Commit,006B0000003WbLQIA0,false,false,Theme Co-Op Promotions 168,14,Rachel Reilly,005B0000003CnfYIAS,Simple,Closed Lost,Qualification,Reseller,2,4397662,20,20190709111258551478
Biotechnology,Sands Brothers & Co. Ltd.,Philip Walton,001B000000SS3qnIAD,150000,2018-06-12,270,Omitted,006B0000003WbLSIA0,true,false,Sands Brothers & Co. Ltd. 184,15,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,23414040,0,20190709111258551478
Apparel,Cross Border,Philip Walton,001B000000SS4klIAD,50000,2018-10-13,199,Omitted,006B0000003WbLVIA0,true,false,Cross Border 235,70,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Closed Lost,Reseller,9,14746026,0,20190709111258551478
Chemicals,MediaPrise,Wayne Blackwell,001B000000SS3r6IAD,10000,2017-09-14,576,Omitted,006B0000003WbLoIAK,true,false,MediaPrise 10,62,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,48653714,0,20190709111258551478
Technology,Conway / Dierking / Hillman,Noah Kelly,001B000000WJE6EIAX,50000,2018-01-15,438,Omitted,006B0000003WbLtIAK,true,false,Conway / Dierking / Hillman 50,33,Noah Kelly,005B0000003CnfJIAS,Simple,Closed Lost,Closed Lost,Telecoverage,9,37413543,0,20190709111258551478
Environmental,Hill Holliday,Wayne Blackwell,001B000000SS4kxIAD,75000,2017-10-26,535,Omitted,006B0000003WbLuIAK,true,false,Hill Holliday 58,69,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Closed Lost,Reseller,9,45122175,0,20190709111258551478
Telecommunications,EAI Services,Allison Allen,001B000000SS3rHIAT,25000,2018-07-03,306,Omitted,006B0000003WbMAIA0,true,false,EAI Services 30,71,Allison Allen,005B0000003CnfGIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,24123255,0,20190709111258551478
Engineering,BuyerZone.com,Sheri Nunez,001B000000SS4lCIAT,127900,2017-12-29,450,Omitted,006B0000003WbMGIA0,true,false,BuyerZone.com 232,29,Sheri Nunez,005B0000003CnfTIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,38708439,0,20190709111258551478
Electronics,OutMarket,Sheri Nunez,001B000000SS3rYIAT,15000,2018-09-27,192,Omitted,006B0000003WbMOIA0,true,false,OutMarket 57,67,Sheri Nunez,005B0000003CnfTIAS,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,16174283,0,20190709111258551478
Manufacturing,McLaren Software,Wayne Blackwell,001B000000WJE6QIAX,50000,2019-01-30,72,Omitted,006B0000003WbMXIA0,true,false,McLaren Software 201,55,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Reseller,9,55188783,0,20190709111258551478
Environmental,PEAK Events International,Rachel Reilly,001B000000SS4lJIAT,75000,2018-07-15,250,Omitted,006B0000003WbMaIAK,true,false,PEAK Events International 236,31,Sheri Nunez,005B0000003CnfTIAS,Simple,Closed Lost,Closed Lost,Reseller,9,20689504,0,20190709111258551478
Not For Profit,LQ Corporation,Philip Walton,001B000000bwMXYIA2,19000,2019-02-21,45,Best Case,006B0000003WbMcIAK,false,false,LQ Corporation 18,50,Rachel Reilly,005B0000003CnfYIAS,Channel (Partner),Closed Won,Negotiation,Reseller,7,18804009,90,20190709111258551478
Media,Vantra Group,Allison Allen,001B000000SS3rlIAD,0,2019-01-12,97,Omitted,006B0000003WbMeIAK,true,false,Vantra Group 58,51,Allison Allen,005B0000003CnfGIAS,Simple,Closed Lost,Closed Lost,Reseller,9,6833816,0,20190709111258551478
Retail,Marcus & Millichap Ft. Lauderdale,Philip Walton,001B000000SS4lPIAT,5000,2019-04-18,6,Best Case,006B0000003WbMmIAK,false,false,Marcus & Millichap Ft. Lauderdale 182,22,Dennis Huffman,005B0000003CnfIIAS,Channel (Partner),Closed Lost,Discovery,Reseller,0,835005,0,20190709111258551478
Machinery,1st Sales,John Peck,001B000000SS3ruIAD,0,2019-01-26,95,Omitted,006B0000003WbMtIAK,true,false,1st Sales 25,64,John Peck,005B0000003CnffIAC,Simple,Closed Lost,Closed Lost,Fields Sales,9,5630043,0,20190709111258551478
Agriculture,Dsl Solutions Inc,John Peck,001B000000SS4laIAD,5000,2018-12-27,73,Omitted,006B0000003WbN9IAK,true,false,Dsl Solutions Inc 48,51,John Peck,005B0000003CnffIAC,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,55188783,0,20190709111258551478
Hospitality,Horsehead Holding Corp.,Allison Allen,001B000000WJE6lIAH,23252,2019-03-03,42,Best Case,006B0000003WbNBIA0,false,false,Horsehead Holding Corp. 112,50,Sheri Nunez,005B0000003CnfTIAS,Simple,Closed Lost,Proposal/Quote,Reseller,5,18804009,75,20190709111258551478
Manufacturing,Prescolite,Philip Walton,001B000000SS4luIAD,5000,2019-01-21,93,Omitted,006B0000003WbNaIAK,true,false,Prescolite 202,81,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Closed Lost,Reseller,9,5630023,0,20190709111258551478
Recreation,McCracken Financial Software,Wayne Blackwell,001B000000SS3sJIAT,100000,2018-10-12,156,Omitted,006B0000003WbNfIAK,true,false,McCracken Financial Software 118,23,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,12970882,0,20190709111258551478
Media,Boyd Corporation,Alicia Harrison,001B000000SS4m2IAD,7500,2018-11-29,183,Omitted,006B0000003WbNhIAK,true,false,Boyd Corporation 235,84,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,55188783,0,20190709111258551478
Shipping,P5 Health Plan Solutions,Alyssa Williams,001B000000SS3sbIAD,10000,2017-10-23,543,Omitted,006B0000003WbNrIAK,true,false,P5 Health Plan Solutions 197,66,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Telesales,9,43577752,0,20190709111258551478
Agriculture,DiaLogos,Sheri Nunez,001B000000SS3ssIAD,7500,2019-05-01,13,Best Case,006B0000003WbO9IAK,false,false,DiaLogos 254,15,Sheri Nunez,005B0000003CnfTIAS,Simple,Closed Won,Qualification,Reseller,2,4397646,20,20190709111258551478
Other,Strategic Staffing Solutions L.C.,Amy Shaw,001B000000SS3tbIAD,5000,2017-10-03,535,Omitted,006B0000003WbOtIAK,true,false,Strategic Staffing Solutions L.C. 229,71,Amy Shaw,005B0000003CnfgIAC,Simple,Closed Lost,Closed Lost,Fields Sales,9,45719222,0,20190709111258551478
Construction,Soft Track,Amy Shaw,001B000000WJE7UIAX,1000,2018-10-07,189,Omitted,006B0000003WbOuIAK,true,false,Soft Track 254,51,Amy Shaw,005B0000003CnfgIAC,Simple,Closed Lost,Closed Lost,Reseller,9,55188783,0,20190709111258551478
Media,Rhode Island Hospital,Sheri Nunez,001B000000SS3tlIAD,30000,2019-01-13,82,Omitted,006B0000003WbP2IAK,true,false,Rhode Island Hospital 127,77,Sheri Nunez,005B0000003CnfTIAS,Simple,Closed Lost,Closed Lost,Telesales,9,7466867,0,20190709111258551478
Insurance,Global Advancement Intl,Sheri Nunez,001B000000SS3u6IAD,25000,2017-11-02,496,Omitted,006B0000003WbPFIA0,true,false,Global Advancement Intl 24,29,Sheri Nunez,005B0000003CnfTIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,43447590,0,20190709111258551478
Financial Services,Socratease,Sheri Nunez,001B000000SS3uJIAT,7500,2019-05-02,19,Pipeline,006B0000003WbPQIA0,false,false,Socratease 186,20,Sheri Nunez,005B0000003CnfTIAS,Channel (Partner),Closed Lost,Qualification,Fields Sales,2,18804008,20,20190709111258551478
