"AccountIndustry","AccountName","AccountOwner","AccountId","Amount","CloseDate","DaysSinceLastActivity","ForecastCategory","Id","IsClosed","IsWon","OpportunityName","OpportunityAge","OpportunityOwner","OwnerId","RecordTypeName","StageName","Stage","LeadSource","StageSortOrder","TimeInStageDurationSeconds","Probability"
"Financial Services","Bridge Media International","Beth Crawford","001B000000SS3diIAD",116261,"2018-05-03",315,"Omitted","006B0000003Wb5UIAS","true","false","Bridge Media International 25",41,"Courtney Brown","005B0000003CnfVIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,27002388,0
"Shipping","Copesan Services","Rachel Reilly","001B000000SS3dyIAD",91000,"2017-05-09",679,"Omitted","006B0000003Wb5nIAC","true","false","Copesan Services 92",22,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Closed Lost","Reseller",9,58475295,0
"Technology","Real Estate Forum","Beth Crawford","001B000000SS3e7IAD",78500,"2019-03-09",27,"Best Case","006B0000003Wb5vIAC","false","false","Real Estate Forum 43",40,"Kristen Hughes","005B0000003CnfSIAS","Simple","Closed Lost","Proposal/Quote","Fields Sales",5,18804166,75
"Transportation","FOB","Amy Shaw","001B000000WJE1vIAH",15000,"2017-08-06",578,"Omitted","006B0000003Wb6dIAC","true","false","FOB 53",0,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Fields Sales",9,49960972,0
"Media","Sun Edison","Jordan Wolf","001B000000lwNpeIAE",3067,"2019-03-30",28,"Best Case","006B0000003Wb6wIAC","false","false","Sun Edison 117",31,"Beth Crawford","005B0000003CnfKIAS","Channel (Partner)","Closed Won","Discovery","Fields Sales",0,540950,0
"Recreation","NetApp","Ann Jones","001B000000SS3exIAD",500,"2019-03-16",24,"Best Case","006B0000003Wb70IAC","false","false","NetApp 184",39,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Won","Discovery","Reseller",0,18804166,0
"Food & Beverage","MedPharma Sales","Alicia Harrison","001B000000SS4cpIAD",50000,"2018-07-02",257,"Omitted","006B0000003Wb7JIAS","true","false","MedPharma Sales 209",31,"Alicia Harrison","005B0000003CnfZIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,22532737,0
"Government","FireFly","Sheri Nunez","001B000000SS4cxIAD",0,"2018-10-04",170,"Closed","006B0000003Wb7NIAS","true","true","FireFly 33",37,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Won","Closed Won","Fields Sales",8,13617280,100
"Education","Money Mailer","Courtney Brown","001B000000SS4dKIAT",2500,"2017-10-11",546,"Closed","006B0000003Wb7tIAC","true","true","Money Mailer 214",39,"Courtney Brown","005B0000003CnfVIAS","Simple","Closed Won","Closed Won","Other",8,45910941,100
"Telecommunications","Tripwire","Beth Crawford","001B000000SS3fhIAD",90001,"2017-09-06",574,"Closed","006B0000003Wb7uIAC","true","true","Tripwire 238",45,"Beth Crawford","005B0000003CnfKIAS","Simple","Closed Won","Closed Won","Reseller",8,48117155,100
"Communications","Nektar Therapeutics","Alyssa Williams","001B000000WJE2TIAX",25000,"2017-03-31",715,"Omitted","006B0000003Wb8WIAS","true","false","Nektar Therapeutics 180",13,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,61389827,0
"Environmental","ICAT Logistics","Megan Kaufman","001B000000SS3gPIAT",25000,"2017-09-19",557,"Omitted","006B0000003Wb8dIAC","true","false","ICAT Logistics 50",39,"Megan Kaufman","005B0000003CnfRIAS","Simple","Closed Lost","Closed Lost","Reseller",9,47336723,0
"Energy","Adams Golf","Jordan Wolf","001B000000WJE2WIAX",4500,"2018-12-07",99,"Omitted","006B0000003Wb8gIAC","true","false","Adams Golf 69",39,"Beth Crawford","005B0000003CnfKIAS","Simple","Closed Lost","Closed Lost","Telesales",9,55188976,0
"Manufacturing","Yipinet","Kristen Hughes","001B000000lwNq1IAE",70500,"2017-10-11",537,"Omitted","006B0000003Wb9BIAS","true","false","Yipinet 77",41,"Ann Jones","005B0000003CnfWIAS","Simple","Closed Lost","Closed Lost","Reseller",9,44675997,0
"Utilities","Dimare Fresh Inc","Beth Crawford","001B000000SS4dwIAD",27500,"2017-06-03",645,"Omitted","006B0000003Wb9FIAS","true","false","Dimare Fresh Inc 124",4,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Closed Lost","Reseller",9,55530897,0
"Banking","InCert Software","Beth Crawford","001B000000SS3h1IAD",8673,"2018-07-12",244,"Omitted","006B0000003Wb9KIAS","true","false","InCert Software 5",13,"Beth Crawford","005B0000003CnfKIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,20610399,0
"Transportation","Tiron America","Jordan Wolf","001B000000WJE2rIAH",75000,"2018-09-16",185,"Closed","006B0000003WbA3IAK","true","true","Tiron America 216",25,"Megan Kaufman","005B0000003CnfRIAS","Simple","Closed Won","Closed Won","Fields Sales",8,55188823,100
"Healthcare & Life Sciences","Txmq Inc","Kristen Hughes","001B000000bwMVhIAM",6977,"2017-07-11",604,"Closed","006B0000003WbA9IAK","true","true","Txmq Inc 63",0,"Kristen Hughes","005B0000003CnfSIAS","Simple","Closed Won","Closed Won","Fields Sales",8,52207372,100
"Other","@The Moment Inc.","Amy Shaw","001B000000SS3hfIAD",2106,"2018-09-13",182,"Omitted","006B0000003WbABIA0","true","false","@The Moment Inc. 106",26,"Courtney Brown","005B0000003CnfVIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,55188823,0
"Utilities","ETRADE Financial Corporation - Retail","Alicia Harrison","001B000000SS3ihIAD",116261,"2018-12-01",109,"Omitted","006B0000003WbBKIA0","true","false","ETRADE Financial Corporation - Retail 146",23,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,55188823,0
"Technology","RealPage","Alyssa Williams","001B000000SS3inIAD",53480,"2019-01-08",58,"Omitted","006B0000003WbBQIA0","true","false","RealPage 25",0,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,5029372,0
"Food & Beverage","Insight Tools/General Mills","Jordan Wolf","001B000000SS3ipIAD",16250,"2018-03-28",344,"Omitted","006B0000003WbBUIA0","true","false","Insight Tools/General Mills 101",0,"Jordan Wolf","005B0000003CnfQIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,29739772,0
"Agriculture","MetroPCS Communications","Alicia Harrison","001B000000WJE3IIAX",24000,"2018-09-28",179,"Closed","006B0000003WbBcIAK","true","true","MetroPCS Communications 201",21,"Alicia Harrison","005B0000003CnfZIAS","Channel (Partner)","Closed Won","Closed Won","Reseller",8,55188823,100
"Energy","Focalex Inc","Alicia Harrison","001B000000bwMW1IAM",12800,"2018-10-15",143,"Omitted","006B0000003WbC2IAK","true","false","Focalex Inc 127",0,"Beth Crawford","005B0000003CnfKIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,12376972,0
"Agriculture","Exceptional Software Strategies","Amy Shaw","001B000000SS4fMIAT",3956,"2018-09-02",187,"Omitted","006B0000003WbC6IAK","true","false","Exceptional Software Strategies 208",3,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Reseller",9,55188823,0
"Shipping","Stardata Technologies","Megan Kaufman","001B000000WJE3jIAH",31003,"2018-07-29",222,"Omitted","006B0000003WbCMIA0","true","false","Stardata Technologies 150",8,"Megan Kaufman","005B0000003CnfRIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,19840545,0
"Insurance","Fujitsu Computer Products of America","Amy Shaw","001B000000WJE3lIAH",12500,"2018-11-26",101,"Omitted","006B0000003WbCdIAK","true","false","Fujitsu Computer Products of America 132",0,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Fields Sales",9,55188813,0
"Communications","Vertical Systems","Alyssa Williams","001B000000sxHlIIAU",30000,"2017-07-23",592,"Omitted","006B0000003WbCmIAK","true","false","Vertical Systems 70",0,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,51170572,0
"Biotechnology","E. & J. Gallo Winery","Courtney Brown","001B000000WJE3tIAH",17500,"2019-02-24",11,"Omitted","006B0000003WbCwIAK","true","false","E. & J. Gallo Winery 190",0,"Courtney Brown","005B0000003CnfVIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,968572,0
"Construction","Sales Consultants","Jordan Wolf","001B000000lwNqTIAU",6579,"2019-02-04",31,"Omitted","006B0000003WbD2IAK","true","false","Sales Consultants 236",0,"Megan Kaufman","005B0000003CnfRIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,55188813,0
"Electronics","Boston Institutional Svc Inc","Dennis Huffman","001B000000SS4fyIAD",15337,"2019-04-21",21,"Best Case","006B0000003WbD8IAK","false","false","Boston Institutional Svc Inc 138",223,"Dennis Huffman","005B0000003CnfIIAS","Channel (Partner)","Closed Won","Negotiation","Reseller",7,4397695,90
"Food & Beverage","Cfl Holdings","Alicia Harrison","001B000000SS3k0IAD",25000,"2019-04-03",45,"Best Case","006B0000003WbDDIA0","false","false","Cfl Holdings 199",97,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Proposal/Quote","Reseller",5,18803124,75
"Utilities","National Print Group","Noah Kelly","001B000000WJE49IAH",1000,"2018-09-09",188,"Omitted","006B0000003WbDpIAK","true","false","National Print Group 76",95,"Noah Kelly","005B0000003CnfJIAS","Simple","Closed Lost","Closed Lost","Reseller",9,18852887,0
"Shipping","InterAmerica Technologies","Noah Kelly","001B000000SS3kVIAT",10000,"2019-05-16",70,"Commit","006B0000003WbDtIAK","false","false","InterAmerica Technologies 111",100,"Noah Kelly","005B0000003CnfJIAS","Simple","Discovery","Discovery","Fields Sales",0,18803124,0
"Engineering","Fisher-Price Inc","Sheri Nunez","001B000000SS3kmIAD",50500,"2019-04-30",71,"Best Case","006B0000003WbE5IAK","false","false","Fisher-Price Inc 111",108,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Negotiation","Reseller",7,4397695,90
"Agriculture","Capitolimpact","Alyssa Williams","001B000000SS3kxIAD",15501,"2018-07-02",317,"Omitted","006B0000003WbELIA0","true","false","Capitolimpact 68",132,"Noah Kelly","005B0000003CnfJIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,26801727,0
"Food & Beverage","Magnifi","John Peck","001B000000SS4gjIAD",15000,"2019-04-20",112,"Best Case","006B0000003WbEXIA0","false","false","Magnifi 11",134,"John Peck","005B0000003CnffIAC","Simple","Closed Lost","Discovery","Fields Sales",0,5103044,0
"Energy","OAKLEAF Waste Management","Sheri Nunez","001B000000lwNqfIAE",15000,"2019-04-12",25,"Best Case","006B0000003WbEaIAK","false","false","OAKLEAF Waste Management 65",150,"Sheri Nunez","005B0000003CnfTIAS","Channel (Partner)","Closed Won","Negotiation","Reseller",7,2951351,90
"Other","Viewlocity- 1 sales user","Noah Kelly","001B000000lwNqjIAE",7180,"2019-04-11",71,"Commit","006B0000003WbF9IAK","false","false","Viewlocity- 1 sales user 253",143,"Noah Kelly","005B0000003CnfJIAS","Channel (Partner)","Closed Lost","Negotiation","Reseller",7,4397695,90
"Engineering","MAPICS","Noah Kelly","001B000000SS3lkIAD",5500,"2018-01-01",495,"Closed","006B0000003WbFEIA0","true","true","MAPICS 147",81,"Noah Kelly","005B0000003CnfJIAS","Simple","Closed Won","Closed Won","Reseller",8,39706889,100
"Entertainment","Portera Systems","Philip Walton","001B000000lwNqmIAE",20025,"2019-06-29",23,"Best Case","006B0000003WbFQIA0","false","false","Portera Systems 107",57,"Philip Walton","005B0000003CnfHIAS","Simple","Closed Lost","Discovery","Reseller",0,4397679,0
"Utilities","SiloSmashers","Alicia Harrison","001B000000bwMWSIA2",50000,"2019-06-14",67,"Best Case","006B0000003WbFcIAK","false","false","SiloSmashers 0",81,"Alicia Harrison","005B0000003CnfZIAS","Channel (Partner)","Closed Lost","Qualification","Fields Sales",2,18803124,20
"Engineering","Vistronix","Sheri Nunez","001B000000SS3m7IAD",252500,"2018-06-20",354,"Omitted","006B0000003WbFiIAK","true","false","Vistronix 46",114,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,18803124,0
"Food & Beverage","Imprimis Group","John Peck","001B000000lwNqnIAE",500,"2018-04-04",345,"Omitted","006B0000003WbFmIAK","true","false","Imprimis Group 173",25,"John Peck","005B0000003CnffIAC","Simple","Closed Lost","Closed Lost","Reseller",9,29855223,0
"Retail","Equity Now Mortgage Corporation","Alyssa Williams","001B000000SS3mKIAT",1000,"2018-11-07",235,"Omitted","006B0000003WbFyIAK","true","false","Equity Now Mortgage Corporation 85",165,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,12105800,0
"Media","MetrixPoint","Alicia Harrison","001B000000SS4hMIAT",50000,"2019-02-10",80,"Omitted","006B0000003WbG1IAK","true","false","MetrixPoint 184",91,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,18803124,0
"Machinery","The RxFiles.Net Corporation","Wayne Blackwell","001B000000WJE4yIAH",39000,"2019-06-28",8,"Commit","006B0000003WbGhIAK","false","false","The RxFiles.Net Corporation 72",15,"Philip Walton","005B0000003CnfHIAS","Simple","Closed Lost","Qualification","Fields Sales",2,4397679,20
"Agriculture","World Wide Communications","Philip Walton","001B000000SS4hrIAD",25000,"2018-10-28",185,"Closed","006B0000003WbGuIAK","true","true","World Wide Communications 22",142,"Philip Walton","005B0000003CnfHIAS","Simple","Closed Won","Closed Won","Reseller",8,18851627,100
"Insurance","Maytag Corp","John Peck","001B000000lwNqwIAE",8500,"2018-04-17",335,"Closed","006B0000003WbH5IAK","true","true","Maytag Corp 19",39,"John Peck","005B0000003CnffIAC","Channel (Partner)","Closed Won","Closed Won","Telesales",8,29393143,100
"Financial Services","West Corporation","Allison Allen","001B000000SS3nDIAT",15000,"2019-01-22",101,"Omitted","006B0000003WbHDIA0","true","false","West Corporation 135",84,"Allison Allen","005B0000003CnfGIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,8308321,0
"Financial Services","West Corporation","Allison Allen","001B000000SS3nDIAT",22500,"2019-04-15",23,"Best Case","006B0000003WbHEIA0","false","false","West Corporation 136",65,"Allison Allen","005B0000003CnfGIAS","Simple","Closed Lost","Proposal/Quote","Fields Sales",5,4397678,75
"Transportation","HOMISCO","Allison Allen","001B000000SS4iMIAT",5000,"2017-07-29",685,"Omitted","006B0000003WbHXIA0","true","false","HOMISCO 246",141,"Allison Allen","005B0000003CnfGIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,55559292,0
"Other","Diagnostic Products Corporation","Amy Shaw","001B000000SS3neIAD",10000,"2018-12-11",189,"Omitted","006B0000003WbHnIAK","true","false","Diagnostic Products Corporation 201",107,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Fields Sales",9,18803124,0
"Environmental","Coradiant","Alyssa Williams","001B000000SS3nrIAD",50000,"2017-10-20",513,"Omitted","006B0000003WbHzIAK","true","false","Coradiant 125",45,"Alicia Harrison","005B0000003CnfZIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,45011474,0
"Communications","Cleartran   Inc","Dennis Huffman","001B000000SS3nsIAD",52500,"2018-10-03",236,"Omitted","006B0000003WbI3IAK","true","false","Cleartran   Inc 167",92,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Lost","Closed Lost","Reseller",9,16174370,0
"Entertainment","Union Pacific Distribution Services","Wayne Blackwell","001B000000SS4iqIAD",32500,"2017-09-19",634,"Omitted","006B0000003WbIGIA0","true","false","Union Pacific Distribution Services 202",115,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,51370383,0
"Recreation","HOW2.COM","Alyssa Williams","001B000000SS4j0IAD",500,"2018-11-24",117,"Omitted","006B0000003WbIWIA0","true","false","HOW2.COM 218",69,"Dennis Huffman","005B0000003CnfIIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,55188803,0
"Biotechnology","Cox Communications Herndon","Alyssa Williams","001B000000bwMX0IAM",10000,"2018-12-18",89,"Omitted","006B0000003WbIYIA0","true","false","Cox Communications Herndon 37",24,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Lost","Closed Lost","Reseller",9,7182220,0
"Government","Techline","John Peck","001B000000bwMX1IAM",3750,"2017-07-08",642,"Omitted","006B0000003WbIcIAK","true","false","Techline 139",87,"John Peck","005B0000003CnffIAC","Simple","Closed Lost","Closed Lost","Reseller",9,56253417,0
"Shipping","Communications International","Sheri Nunez","001B000000SS3obIAD",5000,"2019-01-26",90,"Omitted","006B0000003WbIlIAK","true","false","Communications International 63",69,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,5774093,0
"Apparel","Glovia International","Noah Kelly","001B000000SS3ohIAD",10000,"2018-01-03",498,"Omitted","006B0000003WbIsIAK","true","false","Glovia International 173",101,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Lost","Closed Lost","Reseller",9,39540211,0
"Insurance","CellExchange","Philip Walton","001B000000SS4jLIAT",60000,"2019-04-15",43,"Best Case","006B0000003WbIzIAK","false","false","CellExchange 71",43,"Philip Walton","005B0000003CnfHIAS","Simple","Closed Lost","Discovery","Reseller",0,2951351,0
"Media","Human Click","Wayne Blackwell","001B000000SS4jbIAD",29950,"2019-01-04",64,"Omitted","006B0000003WbJPIA0","true","false","Human Click 7",99,"Wayne Blackwell","005B0000003CnfUIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,10903707,0
"Chemicals","Towne Park.","Alyssa Williams","001B000000lwNrRIAU",100000,"2019-03-09",55,"Best Case","006B0000003WbJTIA0","false","false","Towne Park. 35",118,"Philip Walton","005B0000003CnfHIAS","Channel (Partner)","Closed Lost","Negotiation","Reseller",7,18803124,90
"Chemicals","Towne Park.","Alyssa Williams","001B000000lwNrRIAU",40000,"2017-10-24",563,"Closed","006B0000003WbJUIA0","true","true","Towne Park. 36",70,"Noah Kelly","005B0000003CnfJIAS","Channel (Partner)","Closed Won","Closed Won","Reseller",8,43616242,100
"Communications","ORLANDO/ORANGE COUNTY CONVENTION & VISITORS BUREAU","Philip Walton","001B000000SS4jkIAD",52500,"2017-07-06",675,"Closed","006B0000003WbJeIAK","true","true","ORLANDO/ORANGE COUNTY CONVENTION & VISITORS BUREAU 188",104,"Philip Walton","005B0000003CnfHIAS","Simple","Closed Won","Closed Won","Reseller",8,53371133,100
"Biotechnology","IBM Software / Tivoli / Micromuse","Wayne Blackwell","001B000000SS3q4IAD",7500,"2019-02-18",47,"Best Case","006B0000003WbKQIA0","false","false","IBM Software / Tivoli / Micromuse 17",73,"Wayne Blackwell","005B0000003CnfUIAS","Simple","Closed Lost","Proposal/Quote","Fields Sales",5,18803124,75
"Machinery","Comsel","Alicia Harrison","001B000000SS3q5IAD",11000,"2018-06-07",352,"Omitted","006B0000003WbKVIA0","true","false","Comsel 134",107,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,26890770,0
"Apparel","ABCpoint.com","Philip Walton","001B000000SS3q6IAD",10356,"2018-06-20",279,"Omitted","006B0000003WbKXIA0","true","false","ABCpoint.com 142",98,"Dennis Huffman","005B0000003CnfIIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,24968488,0
"Engineering","LCP Tracker","Sheri Nunez","001B000000WJE5uIAH",50000,"2019-01-17",52,"Closed","006B0000003WbKaIAK","true","true","LCP Tracker 155",107,"Sheri Nunez","005B0000003CnfTIAS","Channel (Partner)","Closed Won","Closed Won","Reseller",8,8308251,100
